,0
2023-09-25 16:49:45.925,"2023-09-25 16:49:45.925    3.182675
Freq: 25L, dtype: float64"
2023-09-25 16:49:45.950,"2023-09-25 16:49:45.950    3.164886
Freq: 25L, dtype: float64"
2023-09-25 16:49:45.975,"2023-09-25 16:49:45.975    3.117993
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.000,"2023-09-25 16:49:46    3.059458
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.025,"2023-09-25 16:49:46.025    2.89622
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.050,"2023-09-25 16:49:46.050    2.816932
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.075,"2023-09-25 16:49:46.075    2.711462
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.100,"2023-09-25 16:49:46.100    2.617397
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.125,"2023-09-25 16:49:46.125    2.558788
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.150,"2023-09-25 16:49:46.150    2.516478
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.175,"2023-09-25 16:49:46.175    2.43839
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.200,"2023-09-25 16:49:46.200    2.387015
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.225,"2023-09-25 16:49:46.225    2.374493
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.250,"2023-09-25 16:49:46.250    2.330149
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.275,"2023-09-25 16:49:46.275    2.322262
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.300,"2023-09-25 16:49:46.300    2.279936
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.325,"2023-09-25 16:49:46.325    2.295885
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.350,"2023-09-25 16:49:46.350    2.237567
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.375,"2023-09-25 16:49:46.375    2.199701
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.400,"2023-09-25 16:49:46.400    2.236749
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.425,"2023-09-25 16:49:46.425    2.218686
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.450,"2023-09-25 16:49:46.450    2.179312
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.475,"2023-09-25 16:49:46.475    2.141225
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.500,"2023-09-25 16:49:46.500    2.132319
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.525,"2023-09-25 16:49:46.525    2.067643
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.550,"2023-09-25 16:49:46.550    2.039896
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.575,"2023-09-25 16:49:46.575    2.012434
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.600,"2023-09-25 16:49:46.600    1.989716
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.625,"2023-09-25 16:49:46.625    1.965449
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.650,"2023-09-25 16:49:46.650    1.971435
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.675,"2023-09-25 16:49:46.675    1.966291
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.700,"2023-09-25 16:49:46.700    1.950393
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.725,"2023-09-25 16:49:46.725    1.971733
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.750,"2023-09-25 16:49:46.750    1.984355
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.775,"2023-09-25 16:49:46.775    1.960287
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.800,"2023-09-25 16:49:46.800    1.899958
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.825,"2023-09-25 16:49:46.825    1.8789
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.850,"2023-09-25 16:49:46.850    1.861705
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.875,"2023-09-25 16:49:46.875    1.822657
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.900,"2023-09-25 16:49:46.900    1.765582
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.925,"2023-09-25 16:49:46.925    1.71386
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.950,"2023-09-25 16:49:46.950    1.64153
Freq: 25L, dtype: float64"
2023-09-25 16:49:46.975,"2023-09-25 16:49:46.975    1.618626
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.000,"2023-09-25 16:49:47    1.645889
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.025,"2023-09-25 16:49:47.025    1.643064
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.050,"2023-09-25 16:49:47.050    1.648466
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.075,"2023-09-25 16:49:47.075    1.619886
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.100,"2023-09-25 16:49:47.100    1.584586
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.125,"2023-09-25 16:49:47.125    1.58401
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.150,"2023-09-25 16:49:47.150    1.576284
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.175,"2023-09-25 16:49:47.175    1.584857
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.200,"2023-09-25 16:49:47.200    1.599592
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.225,"2023-09-25 16:49:47.225    1.556171
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.250,"2023-09-25 16:49:47.250    1.509162
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.275,"2023-09-25 16:49:47.275    1.387365
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.300,"2023-09-25 16:49:47.300    1.280693
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.325,"2023-09-25 16:49:47.325    1.232489
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.350,"2023-09-25 16:49:47.350    1.163846
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.375,"2023-09-25 16:49:47.375    1.194298
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.400,"2023-09-25 16:49:47.400    1.118454
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.425,"2023-09-25 16:49:47.425    0.987265
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.450,"2023-09-25 16:49:47.450    0.844181
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.475,"2023-09-25 16:49:47.475    0.74238
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.500,"2023-09-25 16:49:47.500    0.770073
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.525,"2023-09-25 16:49:47.525    0.758062
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.550,"2023-09-25 16:49:47.550    0.823086
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.575,"2023-09-25 16:49:47.575    0.827999
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.600,"2023-09-25 16:49:47.600    0.816213
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.625,"2023-09-25 16:49:47.625    0.79729
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.650,"2023-09-25 16:49:47.650    0.718716
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.675,"2023-09-25 16:49:47.675    0.834475
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.700,"2023-09-25 16:49:47.700    0.914099
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.725,"2023-09-25 16:49:47.725    0.952285
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.750,"2023-09-25 16:49:47.750    1.030777
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.775,"2023-09-25 16:49:47.775    1.079678
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.800,"2023-09-25 16:49:47.800    1.128949
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.825,"2023-09-25 16:49:47.825    1.175915
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.850,"2023-09-25 16:49:47.850    1.171467
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.875,"2023-09-25 16:49:47.875    1.119551
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.900,"2023-09-25 16:49:47.900    1.145823
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.925,"2023-09-25 16:49:47.925    1.120351
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.950,"2023-09-25 16:49:47.950    1.103532
Freq: 25L, dtype: float64"
2023-09-25 16:49:47.975,"2023-09-25 16:49:47.975    1.04589
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.000,"2023-09-25 16:49:48    0.883532
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.025,"2023-09-25 16:49:48.025    0.826217
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.050,"2023-09-25 16:49:48.050    0.71649
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.075,"2023-09-25 16:49:48.075    0.666734
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.100,"2023-09-25 16:49:48.100    0.792561
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.125,"2023-09-25 16:49:48.125    0.77143
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.150,"2023-09-25 16:49:48.150    0.774891
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.175,"2023-09-25 16:49:48.175    0.789478
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.200,"2023-09-25 16:49:48.200    0.798979
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.225,"2023-09-25 16:49:48.225    0.891241
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.250,"2023-09-25 16:49:48.250    0.966569
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.275,"2023-09-25 16:49:48.275    1.079302
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.300,"2023-09-25 16:49:48.300    1.152969
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.325,"2023-09-25 16:49:48.325    1.249365
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.350,"2023-09-25 16:49:48.350    1.293923
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.375,"2023-09-25 16:49:48.375    1.430347
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.400,"2023-09-25 16:49:48.400    1.479623
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.425,"2023-09-25 16:49:48.425    1.499727
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.450,"2023-09-25 16:49:48.450    1.606842
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.475,"2023-09-25 16:49:48.475    1.597376
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.500,"2023-09-25 16:49:48.500    1.635723
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.525,"2023-09-25 16:49:48.525    1.633615
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.550,"2023-09-25 16:49:48.550    1.666118
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.575,"2023-09-25 16:49:48.575    1.629271
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.600,"2023-09-25 16:49:48.600    1.553755
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.625,"2023-09-25 16:49:48.625    1.571896
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.650,"2023-09-25 16:49:48.650    1.557369
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.675,"2023-09-25 16:49:48.675    1.583928
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.700,"2023-09-25 16:49:48.700    1.633406
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.725,"2023-09-25 16:49:48.725    1.627844
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.750,"2023-09-25 16:49:48.750    1.590638
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.775,"2023-09-25 16:49:48.775    1.519868
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.800,"2023-09-25 16:49:48.800    1.596584
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.825,"2023-09-25 16:49:48.825    1.719707
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.850,"2023-09-25 16:49:48.850    1.730679
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.875,"2023-09-25 16:49:48.875    1.787284
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.900,"2023-09-25 16:49:48.900    1.775389
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.925,"2023-09-25 16:49:48.925    1.774392
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.950,"2023-09-25 16:49:48.950    1.751965
Freq: 25L, dtype: float64"
2023-09-25 16:49:48.975,"2023-09-25 16:49:48.975    1.760251
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.000,"2023-09-25 16:49:49    1.816109
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.025,"2023-09-25 16:49:49.025    1.76771
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.050,"2023-09-25 16:49:49.050    1.788351
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.075,"2023-09-25 16:49:49.075    1.811863
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.100,"2023-09-25 16:49:49.100    1.815081
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.125,"2023-09-25 16:49:49.125    1.807118
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.150,"2023-09-25 16:49:49.150    1.832168
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.175,"2023-09-25 16:49:49.175    1.876133
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.200,"2023-09-25 16:49:49.200    2.048444
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.225,"2023-09-25 16:49:49.225    2.064616
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.250,"2023-09-25 16:49:49.250    1.99664
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.275,"2023-09-25 16:49:49.275    2.054278
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.300,"2023-09-25 16:49:49.300    1.973819
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.325,"2023-09-25 16:49:49.325    1.975115
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.350,"2023-09-25 16:49:49.350    1.914051
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.375,"2023-09-25 16:49:49.375    1.787939
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.400,"2023-09-25 16:49:49.400    1.801974
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.425,"2023-09-25 16:49:49.425    1.84197
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.450,"2023-09-25 16:49:49.450    1.948252
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.475,"2023-09-25 16:49:49.475    2.141036
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.500,"2023-09-25 16:49:49.500    2.384439
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.525,"2023-09-25 16:49:49.525    2.659006
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.550,"2023-09-25 16:49:49.550    2.88382
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.575,"2023-09-25 16:49:49.575    2.922903
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.600,"2023-09-25 16:49:49.600    2.934223
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.625,"2023-09-25 16:49:49.625    3.025018
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.650,"2023-09-25 16:49:49.650    3.068387
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.675,"2023-09-25 16:49:49.675    3.107722
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.700,"2023-09-25 16:49:49.700    3.143556
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.725,"2023-09-25 16:49:49.725    3.071389
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.750,"2023-09-25 16:49:49.750    2.877192
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.775,"2023-09-25 16:49:49.775    2.70424
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.800,"2023-09-25 16:49:49.800    2.598989
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.825,"2023-09-25 16:49:49.825    2.682868
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.850,"2023-09-25 16:49:49.850    2.778086
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.875,"2023-09-25 16:49:49.875    2.831253
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.900,"2023-09-25 16:49:49.900    2.720341
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.925,"2023-09-25 16:49:49.925    2.653131
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.950,"2023-09-25 16:49:49.950    2.654669
Freq: 25L, dtype: float64"
2023-09-25 16:49:49.975,"2023-09-25 16:49:49.975    2.538301
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.000,"2023-09-25 16:49:50    2.549893
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.025,"2023-09-25 16:49:50.025    2.436235
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.050,"2023-09-25 16:49:50.050    2.225403
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.075,"2023-09-25 16:49:50.075    2.116633
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.100,"2023-09-25 16:49:50.100    2.064417
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.125,"2023-09-25 16:49:50.125    2.088148
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.150,"2023-09-25 16:49:50.150    2.095059
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.175,"2023-09-25 16:49:50.175    2.169124
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.200,"2023-09-25 16:49:50.200    2.283193
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.225,"2023-09-25 16:49:50.225    2.351487
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.250,"2023-09-25 16:49:50.250    2.553567
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.275,"2023-09-25 16:49:50.275    2.607715
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.300,"2023-09-25 16:49:50.300    2.888322
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.325,"2023-09-25 16:49:50.325    3.039684
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.350,"2023-09-25 16:49:50.350    2.996945
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.375,"2023-09-25 16:49:50.375    3.241451
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.400,"2023-09-25 16:49:50.400    3.373406
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.425,"2023-09-25 16:49:50.425    3.422844
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.450,"2023-09-25 16:49:50.450    3.404071
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.475,"2023-09-25 16:49:50.475    3.546162
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.500,"2023-09-25 16:49:50.500    3.583335
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.525,"2023-09-25 16:49:50.525    3.485157
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.550,"2023-09-25 16:49:50.550    3.618972
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.575,"2023-09-25 16:49:50.575    3.701836
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.600,"2023-09-25 16:49:50.600    3.741607
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.625,"2023-09-25 16:49:50.625    3.781748
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.650,"2023-09-25 16:49:50.650    3.798148
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.675,"2023-09-25 16:49:50.675    3.972081
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.700,"2023-09-25 16:49:50.700    4.141332
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.725,"2023-09-25 16:49:50.725    4.285673
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.750,"2023-09-25 16:49:50.750    4.456036
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.775,"2023-09-25 16:49:50.775    4.564854
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.800,"2023-09-25 16:49:50.800    4.610919
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.825,"2023-09-25 16:49:50.825    4.67552
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.850,"2023-09-25 16:49:50.850    4.677567
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.875,"2023-09-25 16:49:50.875    4.613259
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.900,"2023-09-25 16:49:50.900    4.4861
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.925,"2023-09-25 16:49:50.925    4.191771
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.950,"2023-09-25 16:49:50.950    3.995582
Freq: 25L, dtype: float64"
2023-09-25 16:49:50.975,"2023-09-25 16:49:50.975    3.764457
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.000,"2023-09-25 16:49:51    3.515272
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.025,"2023-09-25 16:49:51.025    3.453574
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.050,"2023-09-25 16:49:51.050    3.125071
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.075,"2023-09-25 16:49:51.075    2.774605
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.100,"2023-09-25 16:49:51.100    2.619386
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.125,"2023-09-25 16:49:51.125    2.263584
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.150,"2023-09-25 16:49:51.150    1.950537
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.175,"2023-09-25 16:49:51.175    1.793252
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.200,"2023-09-25 16:49:51.200    1.582847
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.225,"2023-09-25 16:49:51.225    1.627086
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.250,"2023-09-25 16:49:51.250    1.672158
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.275,"2023-09-25 16:49:51.275    1.628849
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.300,"2023-09-25 16:49:51.300    1.667177
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.325,"2023-09-25 16:49:51.325    1.72354
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.350,"2023-09-25 16:49:51.350    1.959902
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.375,"2023-09-25 16:49:51.375    2.44202
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.400,"2023-09-25 16:49:51.400    2.843132
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.425,"2023-09-25 16:49:51.425    2.989446
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.450,"2023-09-25 16:49:51.450    3.242134
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.475,"2023-09-25 16:49:51.475    3.364707
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.500,"2023-09-25 16:49:51.500    3.505369
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.525,"2023-09-25 16:49:51.525    3.566862
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.550,"2023-09-25 16:49:51.550    3.516381
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.575,"2023-09-25 16:49:51.575    3.453176
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.600,"2023-09-25 16:49:51.600    3.199585
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.625,"2023-09-25 16:49:51.625    2.978605
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.650,"2023-09-25 16:49:51.650    2.858961
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.675,"2023-09-25 16:49:51.675    2.740346
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.700,"2023-09-25 16:49:51.700    2.427047
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.725,"2023-09-25 16:49:51.725    2.320231
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.750,"2023-09-25 16:49:51.750    2.293047
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.775,"2023-09-25 16:49:51.775    2.207037
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.800,"2023-09-25 16:49:51.800    2.326087
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.825,"2023-09-25 16:49:51.825    2.445284
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.850,"2023-09-25 16:49:51.850    2.416669
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.875,"2023-09-25 16:49:51.875    2.355934
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.900,"2023-09-25 16:49:51.900    2.4352
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.925,"2023-09-25 16:49:51.925    2.414309
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.950,"2023-09-25 16:49:51.950    2.463495
Freq: 25L, dtype: float64"
2023-09-25 16:49:51.975,"2023-09-25 16:49:51.975    2.576001
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.000,"2023-09-25 16:49:52    2.729634
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.025,"2023-09-25 16:49:52.025    2.931586
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.050,"2023-09-25 16:49:52.050    2.96863
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.075,"2023-09-25 16:49:52.075    3.382692
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.100,"2023-09-25 16:49:52.100    3.832406
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.125,"2023-09-25 16:49:52.125    4.086704
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.150,"2023-09-25 16:49:52.150    4.306562
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.175,"2023-09-25 16:49:52.175    4.612444
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.200,"2023-09-25 16:49:52.200    4.770186
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.225,"2023-09-25 16:49:52.225    4.887933
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.250,"2023-09-25 16:49:52.250    4.833724
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.275,"2023-09-25 16:49:52.275    4.711842
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.300,"2023-09-25 16:49:52.300    4.699368
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.325,"2023-09-25 16:49:52.325    4.412701
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.350,"2023-09-25 16:49:52.350    4.397769
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.375,"2023-09-25 16:49:52.375    4.150304
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.400,"2023-09-25 16:49:52.400    4.039379
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.425,"2023-09-25 16:49:52.425    4.153516
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.450,"2023-09-25 16:49:52.450    4.031049
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.475,"2023-09-25 16:49:52.475    4.240064
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.500,"2023-09-25 16:49:52.500    4.453032
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.525,"2023-09-25 16:49:52.525    4.637305
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.550,"2023-09-25 16:49:52.550    4.848868
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.575,"2023-09-25 16:49:52.575    4.643179
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.600,"2023-09-25 16:49:52.600    4.705793
Freq: 25L, dtype: float64"
2023-09-25 16:49:52.625,"2023-09-25 16:49:52.625    4.725993
Freq: 25L, dtype: float64"
